path,file_name,stem,extension,bucket,family,width,height,status
assets/derived/cutouts/ui-icons-effects-and-secondary-states-v1/ui-icons-effects-and-secondary-states-v1__23.png,ui-icons-effects-and-secondary-states-v1__23.png,ui-icons-effects-and-secondary-states-v1__23,.png,cutout,ui,130,133,derived
assets/derived/cutouts/ui-icons-effects-and-secondary-states-v1/ui-icons-effects-and-secondary-states-v1__24.png,ui-icons-effects-and-secondary-states-v1__24.png,ui-icons-effects-and-secondary-states-v1__24,.png,cutout,ui,129,133,derived
assets/derived/cutouts/ui-icons-effects-and-secondary-states-v1/ui-icons-effects-and-secondary-states-v1__25.png,ui-icons-effects-and-secondary-states-v1__25.png,ui-icons-effects-and-secondary-states-v1__25,.png,cutout,ui,128,131,derived
assets/derived/cutouts/ui-icons-effects-and-secondary-states-v1/ui-icons-effects-and-secondary-states-v1__26.png,ui-icons-effects-and-secondary-states-v1__26.png,ui-icons-effects-and-secondary-states-v1__26,.png,cutout,ui,128,133,derived
assets/derived/cutouts/ui-icons-effects-and-secondary-states-v1/ui-icons-effects-and-secondary-states-v1__27.png,ui-icons-effects-and-secondary-states-v1__27.png,ui-icons-effects-and-secondary-states-v1__27,.png,cutout,ui,129,133,derived
assets/derived/cutouts/ui-icons-effects-and-secondary-states-v1/ui-icons-effects-and-secondary-states-v1__28.png,ui-icons-effects-and-secondary-states-v1__28.png,ui-icons-effects-and-secondary-states-v1__28,.png,cutout,ui,123,131,derived
assets/derived/cutouts/ui-icons-effects-and-secondary-states-v1/ui-icons-effects-and-secondary-states-v1__29.png,ui-icons-effects-and-secondary-states-v1__29.png,ui-icons-effects-and-secondary-states-v1__29,.png,cutout,ui,119,129,derived
assets/derived/cutouts/ui-icons-effects-and-secondary-states-v1/ui-icons-effects-and-secondary-states-v1__30.png,ui-icons-effects-and-secondary-states-v1__30.png,ui-icons-effects-and-secondary-states-v1__30,.png,cutout,ui,117,129,derived
assets/derived/cutouts/ui-icons-effects-and-secondary-states-v1/ui-icons-effects-and-secondary-states-v1__31.png,ui-icons-effects-and-secondary-states-v1__31.png,ui-icons-effects-and-secondary-states-v1__31,.png,cutout,ui,121,129,derived
assets/derived/cutouts/ui-icons-effects-and-secondary-states-v1/ui-icons-effects-and-secondary-states-v1__32.png,ui-icons-effects-and-secondary-states-v1__32.png,ui-icons-effects-and-secondary-states-v1__32,.png,cutout,ui,278,248,derived
assets/derived/cutouts/ui-icons-effects-and-secondary-states-v1/ui-icons-effects-and-secondary-states-v1__33.png,ui-icons-effects-and-secondary-states-v1__33.png,ui-icons-effects-and-secondary-states-v1__33,.png,cutout,ui,281,244,derived
assets/derived/cutouts/ui-icons-effects-and-secondary-states-v1/ui-icons-effects-and-secondary-states-v1__34.png,ui-icons-effects-and-secondary-states-v1__34.png,ui-icons-effects-and-secondary-states-v1__34,.png,cutout,ui,321,242,derived
assets/derived/cutouts/ui-icons-effects-and-secondary-states-v1/ui-icons-effects-and-secondary-states-v1__35.png,ui-icons-effects-and-secondary-states-v1__35.png,ui-icons-effects-and-secondary-states-v1__35,.png,cutout,ui,251,253,derived
assets/derived/cutouts/ui-icons-effects-and-secondary-states-v1/ui-icons-effects-and-secondary-states-v1__36.png,ui-icons-effects-and-secondary-states-v1__36.png,ui-icons-effects-and-secondary-states-v1__36,.png,cutout,ui,255,259,derived
assets/derived/cutouts/ui-icons-effects-and-secondary-states-v1/ui-icons-effects-and-secondary-states-v1__37.png,ui-icons-effects-and-secondary-states-v1__37.png,ui-icons-effects-and-secondary-states-v1__37,.png,cutout,ui,295,250,derived
assets/derived/cutouts/ui-icons-effects-and-secondary-states-v1/ui-icons-effects-and-secondary-states-v1__38.png,ui-icons-effects-and-secondary-states-v1__38.png,ui-icons-effects-and-secondary-states-v1__38,.png,cutout,ui,95,156,derived
assets/derived/cutouts/ui-icons-effects-and-secondary-states-v1/ui-icons-effects-and-secondary-states-v1__39.png,ui-icons-effects-and-secondary-states-v1__39.png,ui-icons-effects-and-secondary-states-v1__39,.png,cutout,ui,248,250,derived
assets/derived/cutouts/ui-icons-effects-and-secondary-states-v1/ui-icons-effects-and-secondary-states-v1__40.png,ui-icons-effects-and-secondary-states-v1__40.png,ui-icons-effects-and-secondary-states-v1__40,.png,cutout,ui,235,262,derived
assets/derived/named/badge/badge_count_plus_1.png,badge_count_plus_1.png,badge_count_plus_1,.png,named,badge,146,140,derived
assets/derived/named/badge/badge_count_plus_10.png,badge_count_plus_10.png,badge_count_plus_10,.png,named,badge,146,140,derived
assets/derived/named/badge/badge_count_plus_3.png,badge_count_plus_3.png,badge_count_plus_3,.png,named,badge,146,140,derived
assets/derived/named/badge/badge_count_plus_5.png,badge_count_plus_5.png,badge_count_plus_5,.png,named,badge,146,140,derived
assets/derived/named/badge/badge_token_1.png,badge_token_1.png,badge_token_1,.png,named,badge,122,124,derived
assets/derived/named/badge/badge_token_10.png,badge_token_10.png,badge_token_10,.png,named,badge,123,125,derived
assets/derived/named/badge/badge_token_20.png,badge_token_20.png,badge_token_20,.png,named,badge,123,125,derived
assets/derived/named/badge/badge_token_5.png,badge_token_5.png,badge_token_5,.png,named,badge,122,124,derived
assets/derived/named/badge/badge_token_50.png,badge_token_50.png,badge_token_50,.png,named,badge,122,125,derived
assets/derived/named/character/character_buding_camera_permission_blocked.png,character_buding_camera_permission_blocked.png,character_buding_camera_permission_blocked,.png,named,character,295,250,derived
assets/derived/named/character/character_buding_celebrate.png,character_buding_celebrate.png,character_buding_celebrate,.png,named,character,332,344,derived
assets/derived/named/character/character_buding_confused.png,character_buding_confused.png,character_buding_confused,.png,named,character,255,259,derived
assets/derived/named/character/character_buding_drink_water.png,character_buding_drink_water.png,character_buding_drink_water,.png,named,character,273,326,derived
assets/derived/named/character/character_buding_eat_strawberry.png,character_buding_eat_strawberry.png,character_buding_eat_strawberry,.png,named,character,259,320,derived
assets/derived/named/character/character_buding_hungry_empty_bowl.png,character_buding_hungry_empty_bowl.png,character_buding_hungry_empty_bowl,.png,named,character,278,248,derived
assets/derived/named/character/character_buding_idle_front.png,character_buding_idle_front.png,character_buding_idle_front,.png,named,character,267,357,derived
assets/derived/named/character/character_buding_memory_photo.png,character_buding_memory_photo.png,character_buding_memory_photo,.png,named,character,251,253,derived
assets/derived/named/character/character_buding_sleep_curl.png,character_buding_sleep_curl.png,character_buding_sleep_curl,.png,named,character,349,264,derived
assets/derived/named/character/character_buding_sleeping_blue_cushion.png,character_buding_sleeping_blue_cushion.png,character_buding_sleeping_blue_cushion,.png,named,character,321,242,derived
assets/derived/named/character/character_buding_smile.png,character_buding_smile.png,character_buding_smile,.png,named,character,258,338,derived
assets/derived/named/character/character_buding_stretch.png,character_buding_stretch.png,character_buding_stretch,.png,named,character,249,329,derived
assets/derived/named/character/character_buding_success_wave.png,character_buding_success_wave.png,character_buding_success_wave,.png,named,character,235,262,derived
assets/derived/named/character/character_buding_sync_turnaround.png,character_buding_sync_turnaround.png,character_buding_sync_turnaround,.png,named,character,248,250,derived
assets/derived/named/character/character_buding_thirsty_empty_bottle.png,character_buding_thirsty_empty_bottle.png,character_buding_thirsty_empty_bottle,.png,named,character,281,244,derived
assets/derived/named/character/character_buding_turn_right.png,character_buding_turn_right.png,character_buding_turn_right,.png,named,character,262,344,derived
assets/derived/named/character/character_buding_walk_left.png,character_buding_walk_left.png,character_buding_walk_left,.png,named,character,249,346,derived
assets/derived/named/character/character_buding_wave.png,character_buding_wave.png,character_buding_wave,.png,named,character,289,354,derived
assets/derived/named/character/character_buding_worried.png,character_buding_worried.png,character_buding_worried,.png,named,character,270,329,derived
assets/derived/named/character/character_buding_yawn_sleepy.png,character_buding_yawn_sleepy.png,character_buding_yawn_sleepy,.png,named,character,260,327,derived
assets/derived/named/effect/effect_bubble_cluster_blue.png,effect_bubble_cluster_blue.png,effect_bubble_cluster_blue,.png,named,effect,142,144,derived
assets/derived/named/effect/effect_bubble_cluster_pink.png,effect_bubble_cluster_pink.png,effect_bubble_cluster_pink,.png,named,effect,136,137,derived
assets/derived/named/effect/effect_bubble_iridescent.png,effect_bubble_iridescent.png,effect_bubble_iridescent,.png,named,effect,139,139,derived
assets/derived/named/effect/effect_loading_dots_column_soft.png,effect_loading_dots_column_soft.png,effect_loading_dots_column_soft,.png,named,effect,56,136,derived
assets/derived/named/effect/effect_loading_dots_column_soft_alt.png,effect_loading_dots_column_soft_alt.png,effect_loading_dots_column_soft_alt,.png,named,effect,56,136,derived
assets/derived/named/effect/effect_loading_dots_diagonal_magenta.png,effect_loading_dots_diagonal_magenta.png,effect_loading_dots_diagonal_magenta,.png,named,effect,55,152,derived
assets/derived/named/effect/effect_loading_dots_grid_nine.png,effect_loading_dots_grid_nine.png,effect_loading_dots_grid_nine,.png,named,effect,57,136,derived
assets/derived/named/effect/effect_loading_dots_vertical_magenta.png,effect_loading_dots_vertical_magenta.png,effect_loading_dots_vertical_magenta,.png,named,effect,66,121,derived
assets/derived/named/effect/effect_loading_dots_vertical_pink.png,effect_loading_dots_vertical_pink.png,effect_loading_dots_vertical_pink,.png,named,effect,68,124,derived
assets/derived/named/effect/effect_moon_sleep.png,effect_moon_sleep.png,effect_moon_sleep,.png,named,effect,135,138,derived
assets/derived/named/effect/effect_refresh_arc_blue.png,effect_refresh_arc_blue.png,effect_refresh_arc_blue,.png,named,effect,95,156,derived
assets/derived/named/effect/effect_ring_highlight.png,effect_ring_highlight.png,effect_ring_highlight,.png,named,effect,174,168,derived
assets/derived/named/effect/effect_sleep_zzz.png,effect_sleep_zzz.png,effect_sleep_zzz,.png,named,effect,74,120,derived
assets/derived/named/effect/effect_sparkle_cluster_medium.png,effect_sparkle_cluster_medium.png,effect_sparkle_cluster_medium,.png,named,effect,58,154,derived
assets/derived/named/effect/effect_sparkle_cluster_small.png,effect_sparkle_cluster_small.png,effect_sparkle_cluster_small,.png,named,effect,73,136,derived
assets/derived/named/effect/effect_sparkle_pair.png,effect_sparkle_pair.png,effect_sparkle_pair,.png,named,effect,137,139,derived
assets/derived/named/effect/effect_star_single.png,effect_star_single.png,effect_star_single,.png,named,effect,106,123,derived
assets/derived/named/effect/effect_starburst_large.png,effect_starburst_large.png,effect_starburst_large,.png,named,effect,114,164,derived
assets/derived/named/effect/effect_sun_glow.png,effect_sun_glow.png,effect_sun_glow,.png,named,effect,132,154,derived
assets/derived/named/effect/effect_trail_bottle.png,effect_trail_bottle.png,effect_trail_bottle,.png,named,effect,266,130,derived
assets/derived/named/effect/effect_trail_strawberry.png,effect_trail_strawberry.png,effect_trail_strawberry,.png,named,effect,261,129,derived
assets/derived/named/effect/effect_water_drop_pair.png,effect_water_drop_pair.png,effect_water_drop_pair,.png,named,effect,102,132,derived
assets/derived/named/effect/effect_water_ripple_drop.png,effect_water_ripple_drop.png,effect_water_ripple_drop,.png,named,effect,114,130,derived
assets/derived/named/effect/effect_water_splash.png,effect_water_splash.png,effect_water_splash,.png,named,effect,148,159,derived
assets/derived/named/icon/icon_action_camera.png,icon_action_camera.png,icon_action_camera,.png,named,icon,130,133,derived
assets/derived/named/icon/icon_action_confirm.png,icon_action_confirm.png,icon_action_confirm,.png,named,icon,117,129,derived
assets/derived/named/icon/icon_action_delete.png,icon_action_delete.png,icon_action_delete,.png,named,icon,119,129,derived
assets/derived/named/icon/icon_action_drink.png,icon_action_drink.png,icon_action_drink,.png,named,icon,131,133,derived
assets/derived/named/icon/icon_action_edit.png,icon_action_edit.png,icon_action_edit,.png,named,icon,123,131,derived
assets/derived/named/icon/icon_action_more.png,icon_action_more.png,icon_action_more,.png,named,icon,128,131,derived
assets/derived/named/icon/icon_action_refresh.png,icon_action_refresh.png,icon_action_refresh,.png,named,icon,121,129,derived
assets/derived/named/icon/icon_action_rest.png,icon_action_rest.png,icon_action_rest,.png,named,icon,130,133,derived
assets/derived/named/icon/icon_action_settings.png,icon_action_settings.png,icon_action_settings,.png,named,icon,130,133,derived
assets/derived/named/icon/icon_action_water.png,icon_action_water.png,icon_action_water,.png,named,icon,131,133,derived
assets/derived/named/icon/icon_navigation_back.png,icon_navigation_back.png,icon_navigation_back,.png,named,icon,129,133,derived
assets/derived/named/icon/icon_navigation_calendar.png,icon_navigation_calendar.png,icon_navigation_calendar,.png,named,icon,129,133,derived
assets/derived/named/icon/icon_navigation_stats.png,icon_navigation_stats.png,icon_navigation_stats,.png,named,icon,128,133,derived
assets/derived/named/icon/icon_status_energy.png,icon_status_energy.png,icon_status_energy,.png,named,icon,142,143,derived
assets/derived/named/icon/icon_status_heart.png,icon_status_heart.png,icon_status_heart,.png,named,icon,143,143,derived
assets/derived/named/icon/icon_status_hydration_drop.png,icon_status_hydration_drop.png,icon_status_hydration_drop,.png,named,icon,143,144,derived
assets/derived/named/icon/icon_status_leaf.png,icon_status_leaf.png,icon_status_leaf,.png,named,icon,142,143,derived
assets/derived/named/object/object_bottle_empty.png,object_bottle_empty.png,object_bottle_empty,.png,named,object,203,252,derived
assets/derived/named/object/object_bottle_water_full.png,object_bottle_water_full.png,object_bottle_water_full,.png,named,object,201,253,derived
assets/derived/named/object/object_bottle_water_full_drop_badge.png,object_bottle_water_full_drop_badge.png,object_bottle_water_full_drop_badge,.png,named,object,224,260,derived
assets/derived/named/object/object_bottle_water_full_hydration_tag.png,object_bottle_water_full_hydration_tag.png,object_bottle_water_full_hydration_tag,.png,named,object,201,253,derived
assets/derived/named/object/object_bottle_water_high.png,object_bottle_water_high.png,object_bottle_water_high,.png,named,object,202,253,derived
assets/derived/named/object/object_bottle_water_low.png,object_bottle_water_low.png,object_bottle_water_low,.png,named,object,203,252,derived
assets/derived/named/object/object_bottle_water_mid.png,object_bottle_water_mid.png,object_bottle_water_mid,.png,named,object,202,252,derived
assets/derived/named/object/object_bowl_empty.png,object_bowl_empty.png,object_bowl_empty,.png,named,object,266,175,derived
assets/derived/named/object/object_bowl_full_fruit_salad.png,object_bowl_full_fruit_salad.png,object_bowl_full_fruit_salad,.png,named,object,270,222,derived
assets/derived/named/object/object_bowl_light_fruit.png,object_bowl_light_fruit.png,object_bowl_light_fruit,.png,named,object,266,177,derived
assets/derived/named/object/object_bowl_light_fruit_snack.png,object_bowl_light_fruit_snack.png,object_bowl_light_fruit_snack,.png,named,object,265,196,derived
assets/derived/named/object/object_bowl_overflow_plus_n.png,object_bowl_overflow_plus_n.png,object_bowl_overflow_plus_n,.png,named,object,344,248,derived
assets/derived/named/object/object_cushion_finished_plush.png,object_cushion_finished_plush.png,object_cushion_finished_plush,.png,named,object,368,239,derived
assets/derived/named/object/object_cushion_idle_flat.png,object_cushion_idle_flat.png,object_cushion_idle_flat,.png,named,object,334,186,derived
assets/derived/named/object/object_cushion_resting_with_buding.png,object_cushion_resting_with_buding.png,object_cushion_resting_with_buding,.png,named,object,355,244,derived
assets/derived/named/object/object_cushion_used_soft.png,object_cushion_used_soft.png,object_cushion_used_soft,.png,named,object,338,180,derived
assets/derived/named/sticker-drink/sticker_drink_coffee_cup.png,sticker_drink_coffee_cup.png,sticker_drink_coffee_cup,.png,named,sticker-drink,249,300,derived
assets/derived/named/sticker-drink/sticker_drink_cola_bottle.png,sticker_drink_cola_bottle.png,sticker_drink_cola_bottle,.png,named,sticker-drink,168,342,derived
assets/derived/named/sticker-drink/sticker_drink_green_tea_bottle.png,sticker_drink_green_tea_bottle.png,sticker_drink_green_tea_bottle,.png,named,sticker-drink,246,370,derived
assets/derived/named/sticker-drink/sticker_drink_milk_bottle.png,sticker_drink_milk_bottle.png,sticker_drink_milk_bottle,.png,named,sticker-drink,251,374,derived
assets/derived/named/sticker-drink/sticker_drink_milk_tea_cup.png,sticker_drink_milk_tea_cup.png,sticker_drink_milk_tea_cup,.png,named,sticker-drink,220,340,derived
assets/derived/named/sticker-drink/sticker_drink_orange_juice_bottle.png,sticker_drink_orange_juice_bottle.png,sticker_drink_orange_juice_bottle,.png,named,sticker-drink,240,328,derived
assets/derived/named/sticker-drink/sticker_drink_soy_milk_bottle.png,sticker_drink_soy_milk_bottle.png,sticker_drink_soy_milk_bottle,.png,named,sticker-drink,230,341,derived
assets/derived/named/sticker-drink/sticker_drink_sparkling_water_bottle.png,sticker_drink_sparkling_water_bottle.png,sticker_drink_sparkling_water_bottle,.png,named,sticker-drink,171,342,derived
assets/derived/named/sticker-drink/sticker_drink_water_bottle.png,sticker_drink_water_bottle.png,sticker_drink_water_bottle,.png,named,sticker-drink,183,376,derived
assets/derived/named/sticker-drink/sticker_drink_yogurt_bottle.png,sticker_drink_yogurt_bottle.png,sticker_drink_yogurt_bottle,.png,named,sticker-drink,266,327,derived
assets/derived/named/sticker-food/sticker_food_apple.png,sticker_food_apple.png,sticker_food_apple,.png,named,sticker-food,187,197,derived
assets/derived/named/sticker-food/sticker_food_banana.png,sticker_food_banana.png,sticker_food_banana,.png,named,sticker-food,204,192,derived
assets/derived/named/sticker-food/sticker_food_bao_bun.png,sticker_food_bao_bun.png,sticker_food_bao_bun,.png,named,sticker-food,236,216,derived
assets/derived/named/sticker-food/sticker_food_beef_steak.png,sticker_food_beef_steak.png,sticker_food_beef_steak,.png,named,sticker-food,295,210,derived
assets/derived/named/sticker-food/sticker_food_blueberries.png,sticker_food_blueberries.png,sticker_food_blueberries,.png,named,sticker-food,214,191,derived
assets/derived/named/sticker-food/sticker_food_bread_loaf.png,sticker_food_bread_loaf.png,sticker_food_bread_loaf,.png,named,sticker-food,246,241,derived
assets/derived/named/sticker-food/sticker_food_breakfast_plate.png,sticker_food_breakfast_plate.png,sticker_food_breakfast_plate,.png,named,sticker-food,243,203,derived
assets/derived/named/sticker-food/sticker_food_broccoli.png,sticker_food_broccoli.png,sticker_food_broccoli,.png,named,sticker-food,254,245,derived
assets/derived/named/sticker-food/sticker_food_burger.png,sticker_food_burger.png,sticker_food_burger,.png,named,sticker-food,213,209,derived
assets/derived/named/sticker-food/sticker_food_chocolate_bar.png,sticker_food_chocolate_bar.png,sticker_food_chocolate_bar,.png,named,sticker-food,216,218,derived
assets/derived/named/sticker-food/sticker_food_combo_assorted_meals.png,sticker_food_combo_assorted_meals.png,sticker_food_combo_assorted_meals,.png,named,sticker-food,805,448,derived
assets/derived/named/sticker-food/sticker_food_combo_burger_fries_cola.png,sticker_food_combo_burger_fries_cola.png,sticker_food_combo_burger_fries_cola,.png,named,sticker-food,260,229,derived
assets/derived/named/sticker-food/sticker_food_congee_bowl.png,sticker_food_congee_bowl.png,sticker_food_congee_bowl,.png,named,sticker-food,270,238,derived
assets/derived/named/sticker-food/sticker_food_cookie.png,sticker_food_cookie.png,sticker_food_cookie,.png,named,sticker-food,187,181,derived
assets/derived/named/sticker-food/sticker_food_cucumber.png,sticker_food_cucumber.png,sticker_food_cucumber,.png,named,sticker-food,260,244,derived
assets/derived/named/sticker-food/sticker_food_donut.png,sticker_food_donut.png,sticker_food_donut,.png,named,sticker-food,204,189,derived
assets/derived/named/sticker-food/sticker_food_french_fries.png,sticker_food_french_fries.png,sticker_food_french_fries,.png,named,sticker-food,186,216,derived
assets/derived/named/sticker-food/sticker_food_fried_chicken.png,sticker_food_fried_chicken.png,sticker_food_fried_chicken,.png,named,sticker-food,221,214,derived
assets/derived/named/sticker-food/sticker_food_fried_egg.png,sticker_food_fried_egg.png,sticker_food_fried_egg,.png,named,sticker-food,272,211,derived
assets/derived/named/sticker-food/sticker_food_grapes.png,sticker_food_grapes.png,sticker_food_grapes,.png,named,sticker-food,177,207,derived
assets/derived/named/sticker-food/sticker_food_kiwi.png,sticker_food_kiwi.png,sticker_food_kiwi,.png,named,sticker-food,183,182,derived
assets/derived/named/sticker-food/sticker_food_onigiri.png,sticker_food_onigiri.png,sticker_food_onigiri,.png,named,sticker-food,239,234,derived
assets/derived/named/sticker-food/sticker_food_orange.png,sticker_food_orange.png,sticker_food_orange,.png,named,sticker-food,191,198,derived
assets/derived/named/sticker-food/sticker_food_pizza_slice.png,sticker_food_pizza_slice.png,sticker_food_pizza_slice,.png,named,sticker-food,219,199,derived
assets/derived/named/sticker-food/sticker_food_potato_chips.png,sticker_food_potato_chips.png,sticker_food_potato_chips,.png,named,sticker-food,230,227,derived
assets/derived/named/sticker-food/sticker_food_ramen_bowl.png,sticker_food_ramen_bowl.png,sticker_food_ramen_bowl,.png,named,sticker-food,294,269,derived
assets/derived/named/sticker-food/sticker_food_rice_bowl.png,sticker_food_rice_bowl.png,sticker_food_rice_bowl,.png,named,sticker-food,258,237,derived
assets/derived/named/sticker-food/sticker_food_roast_chicken_leg.png,sticker_food_roast_chicken_leg.png,sticker_food_roast_chicken_leg,.png,named,sticker-food,262,224,derived
assets/derived/named/sticker-food/sticker_food_salad_bowl.png,sticker_food_salad_bowl.png,sticker_food_salad_bowl,.png,named,sticker-food,252,215,derived
assets/derived/named/sticker-food/sticker_food_salmon_fillet.png,sticker_food_salmon_fillet.png,sticker_food_salmon_fillet,.png,named,sticker-food,296,186,derived
assets/derived/named/sticker-food/sticker_food_sandwich_triangle.png,sticker_food_sandwich_triangle.png,sticker_food_sandwich_triangle,.png,named,sticker-food,259,242,derived
assets/derived/named/sticker-food/sticker_food_shrimp.png,sticker_food_shrimp.png,sticker_food_shrimp,.png,named,sticker-food,225,228,derived
assets/derived/named/sticker-food/sticker_food_siu_mai_basket.png,sticker_food_siu_mai_basket.png,sticker_food_siu_mai_basket,.png,named,sticker-food,259,247,derived
assets/derived/named/sticker-food/sticker_food_sliced_chicken_breast.png,sticker_food_sliced_chicken_breast.png,sticker_food_sliced_chicken_breast,.png,named,sticker-food,265,204,derived
assets/derived/named/sticker-food/sticker_food_soup_dumplings_basket.png,sticker_food_soup_dumplings_basket.png,sticker_food_soup_dumplings_basket,.png,named,sticker-food,269,256,derived
assets/derived/named/sticker-food/sticker_food_strawberry.png,sticker_food_strawberry.png,sticker_food_strawberry,.png,named,sticker-food,178,190,derived
assets/derived/named/sticker-food/sticker_food_strawberry_cake.png,sticker_food_strawberry_cake.png,sticker_food_strawberry_cake,.png,named,sticker-food,203,209,derived
assets/derived/named/sticker-food/sticker_food_strawberry_ice_cream.png,sticker_food_strawberry_ice_cream.png,sticker_food_strawberry_ice_cream,.png,named,sticker-food,164,228,derived
assets/derived/named/sticker-food/sticker_food_tomato.png,sticker_food_tomato.png,sticker_food_tomato,.png,named,sticker-food,243,241,derived
assets/derived/named/sticker-food/sticker_food_veggie_assortment.png,sticker_food_veggie_assortment.png,sticker_food_veggie_assortment,.png,named,sticker-food,573,373,derived
assets/derived/named/tag/tag_drink_caffeinated.png,tag_drink_caffeinated.png,tag_drink_caffeinated,.png,named,tag,272,196,derived
assets/derived/named/tag/tag_drink_low_sugar.png,tag_drink_low_sugar.png,tag_drink_low_sugar,.png,named,tag,271,195,derived
assets/derived/named/tag/tag_drink_sugar_free.png,tag_drink_sugar_free.png,tag_drink_sugar_free,.png,named,tag,271,196,derived
assets/derived/named/tag/tag_drink_sweet.png,tag_drink_sweet.png,tag_drink_sweet,.png,named,tag,271,195,derived
assets/raw/boards/main_design.png,main_design.png,main_design,.png,board,overview_reference,1448,1086,raw
assets/raw/mockups/bottle_page2.png,bottle_page2.png,bottle_page2,.png,mockup,object,941,1672,raw
assets/raw/mockups/bottle_page_detail_view.png,bottle_page_detail_view.png,bottle_page_detail_view,.png,mockup,object,941,1672,raw
assets/raw/mockups/bottle_page_detail_view2.png,bottle_page_detail_view2.png,bottle_page_detail_view2,.png,mockup,object,941,1672,raw
assets/raw/mockups/bowl_page.png,bowl_page.png,bowl_page,.png,mockup,object,941,1672,raw
assets/raw/mockups/bowl_page_detail_view.png,bowl_page_detail_view.png,bowl_page_detail_view,.png,mockup,object,941,1672,raw
assets/raw/mockups/camera_page.png,camera_page.png,camera_page,.png,mockup,page_reference,941,1672,raw
assets/raw/mockups/camera_page2.png,camera_page2.png,camera_page2,.png,mockup,page_reference,941,1672,raw
assets/raw/mockups/ChatGPT Image 2026年6月13日 19_48_08 (1).png,ChatGPT Image 2026年6月13日 19_48_08 (1).png,ChatGPT Image 2026年6月13日 19_48_08 (1),.png,mockup,page_reference,1448,1086,raw
assets/raw/mockups/ChatGPT Image 2026年6月13日 19_48_09 (2).png,ChatGPT Image 2026年6月13日 19_48_09 (2).png,ChatGPT Image 2026年6月13日 19_48_09 (2),.png,mockup,page_reference,1448,1086,raw
assets/raw/mockups/ChatGPT Image 2026年6月13日 19_48_10 (3).png,ChatGPT Image 2026年6月13日 19_48_10 (3).png,ChatGPT Image 2026年6月13日 19_48_10 (3),.png,mockup,page_reference,1448,1086,raw
assets/raw/mockups/ChatGPT Image 2026年6月13日 19_48_10 (4).png,ChatGPT Image 2026年6月13日 19_48_10 (4).png,ChatGPT Image 2026年6月13日 19_48_10 (4),.png,mockup,page_reference,1448,1086,raw
assets/raw/mockups/ChatGPT Image 2026年6月13日 19_48_11 (5).png,ChatGPT Image 2026年6月13日 19_48_11 (5).png,ChatGPT Image 2026年6月13日 19_48_11 (5),.png,mockup,page_reference,1448,1086,raw
assets/raw/mockups/ChatGPT Image 2026年6月13日 19_48_11 (6).png,ChatGPT Image 2026年6月13日 19_48_11 (6).png,ChatGPT Image 2026年6月13日 19_48_11 (6),.png,mockup,page_reference,1448,1086,raw
assets/raw/mockups/ChatGPT Image 2026年6月13日 19_56_50 (1).png,ChatGPT Image 2026年6月13日 19_56_50 (1).png,ChatGPT Image 2026年6月13日 19_56_50 (1),.png,mockup,page_reference,1055,1491,raw
assets/raw/mockups/ChatGPT Image 2026年6月13日 19_56_51 (2).png,ChatGPT Image 2026年6月13日 19_56_51 (2).png,ChatGPT Image 2026年6月13日 19_56_51 (2),.png,mockup,page_reference,1055,1491,raw
assets/raw/mockups/ChatGPT Image 2026年6月13日 19_56_51 (3).png,ChatGPT Image 2026年6月13日 19_56_51 (3).png,ChatGPT Image 2026年6月13日 19_56_51 (3),.png,mockup,page_reference,1055,1491,raw
assets/raw/mockups/ChatGPT Image 2026年6月13日 19_56_52 (4).png,ChatGPT Image 2026年6月13日 19_56_52 (4).png,ChatGPT Image 2026年6月13日 19_56_52 (4),.png,mockup,page_reference,1055,1491,raw
assets/raw/mockups/ChatGPT Image 2026年6月13日 19_56_52 (5).png,ChatGPT Image 2026年6月13日 19_56_52 (5).png,ChatGPT Image 2026年6月13日 19_56_52 (5),.png,mockup,page_reference,1055,1491,raw
assets/raw/mockups/ChatGPT Image 2026年6月13日 19_56_54 (6).png,ChatGPT Image 2026年6月13日 19_56_54 (6).png,ChatGPT Image 2026年6月13日 19_56_54 (6),.png,mockup,page_reference,1491,1055,raw
assets/raw/mockups/ChatGPT Image 2026年6月13日 19_56_54 (7).png,ChatGPT Image 2026年6月13日 19_56_54 (7).png,ChatGPT Image 2026年6月13日 19_56_54 (7),.png,mockup,page_reference,1055,1491,raw
assets/raw/mockups/ChatGPT Image 2026年6月13日 20_12_28 (1).png,ChatGPT Image 2026年6月13日 20_12_28 (1).png,ChatGPT Image 2026年6月13日 20_12_28 (1),.png,mockup,page_reference,941,1672,raw
assets/raw/mockups/ChatGPT Image 2026年6月13日 20_12_29 (2).png,ChatGPT Image 2026年6月13日 20_12_29 (2).png,ChatGPT Image 2026年6月13日 20_12_29 (2),.png,mockup,page_reference,941,1672,raw
assets/raw/mockups/ChatGPT Image 2026年6月13日 20_12_30 (3).png,ChatGPT Image 2026年6月13日 20_12_30 (3).png,ChatGPT Image 2026年6月13日 20_12_30 (3),.png,mockup,page_reference,941,1672,raw
assets/raw/mockups/ChatGPT Image 2026年6月13日 20_12_31 (4).png,ChatGPT Image 2026年6月13日 20_12_31 (4).png,ChatGPT Image 2026年6月13日 20_12_31 (4),.png,mockup,page_reference,941,1672,raw
assets/raw/mockups/finish_recognize_page.png,finish_recognize_page.png,finish_recognize_page,.png,mockup,page_reference,941,1672,raw
